"","duration","maxGrip","maxGripTime","maxGripTimeRel","condition","type","period","gripType","num","file","obsisSubj","obsisSession","obsisTrial","fins","stick","stickcm","orientation","stickcmCentered","stickFiveRef","stickNineRef","stickElevenRef","finsSumCoded"
"69",0.658333333333333,88.410878354993,0.175,0.265822784810127,"5","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_063/GRI_063-SESSION_001-TRIAL_013.csv","063","001","013","open","seven",7,"horizontal",-1,"seven","seven","seven","open"
"70",0.433333333333333,84.6491789768708,0.0833333333333333,0.192307692307692,"6","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_063/GRI_063-SESSION_001-TRIAL_013.csv","063","001","013","closed","seven",7,"horizontal",-1,"seven","seven","seven","closed"
"71",0.4,95.4834955785402,0.391666666666667,0.979166666666667,"7","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_063/GRI_063-SESSION_001-TRIAL_013.csv","063","001","013","none","nine",9,"horizontal",1,"nine","nine","nine","none"
"72",0.466666666666667,116.499738603331,0,0,"8","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_063/GRI_063-SESSION_001-TRIAL_013.csv","063","001","013","open","nine",9,"horizontal",1,"nine","nine","nine","open"
"73",0.508333333333333,99.129837850438,0.508333333333333,1,"9","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_063/GRI_063-SESSION_001-TRIAL_013.csv","063","001","013","closed","nine",9,"horizontal",1,"nine","nine","nine","closed"
"74",0.55,124.835875790859,0.416666666666667,0.757575757575758,"10","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_063/GRI_063-SESSION_001-TRIAL_013.csv","063","001","013","none","eleven",11,"horizontal",3,"eleven","eleven","eleven","none"
"75",0.583333333333333,122.218991181602,0.583333333333333,1,"11","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_063/GRI_063-SESSION_001-TRIAL_013.csv","063","001","013","open","eleven",11,"horizontal",3,"eleven","eleven","eleven","open"
"76",0.541666666666667,122.239286809531,0,0,"12","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_063/GRI_063-SESSION_001-TRIAL_013.csv","063","001","013","closed","eleven",11,"horizontal",3,"eleven","eleven","eleven","closed"
"77",0.466666666666667,74.3836915324205,0,0,"1","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_063/GRI_063-SESSION_001-TRIAL_014.csv","063","001","014","none","five",5,"horizontal",-3,"five","five","five","none"
"78",0.808333333333333,75.528074847984,0,0,"2","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_063/GRI_063-SESSION_001-TRIAL_014.csv","063","001","014","open","five",5,"horizontal",-3,"five","five","five","open"
"79",0.441666666666667,67.8432715160628,0.441666666666667,1,"3","ESTIMATION","STEADY",NA,0,"./ABtestENG/GRI_063/GRI_063-SESSION_001-TRIAL_014.csv","063","001","014","closed","five",5,"horizontal",-3,"five","five","five","closed"
