duration,maxGrip,maxGripTime,maxGripTimeRel,condition,type,period,gripType,num,file,obsisSubj,obsisSession,obsisTrial,fins,stick,stickcm,orientation,stickcmCentered,stickFiveRef,stickNineRef,stickElevenRef,finsSumCoded,X1,Lcat
2.641666667,86.41684146,1.416666667,0.536277603,2,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_002.csv,93,1,2,open,five,5,horizontal,-3,five,five,five,open,NA,Signers
2.058333333,90.58005172,1.208333333,0.587044534,3,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_002.csv,93,1,2,closed,five,5,horizontal,-3,five,five,five,closed,NA,Signers
2.208333333,101.1948538,1.5,0.679245283,5,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_002.csv,93,1,2,open,seven,7,horizontal,-1,seven,seven,seven,open,NA,Signers
1.908333333,93.75236013,1.283333333,0.672489083,6,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_002.csv,93,1,2,closed,seven,7,horizontal,-1,seven,seven,seven,closed,NA,Signers
2.008333333,110.7524426,1.416666667,0.705394191,8,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_002.csv,93,1,2,open,nine,9,horizontal,1,nine,nine,nine,open,NA,Signers
2.041666667,110.6012736,1.416666667,0.693877551,9,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_002.csv,93,1,2,closed,nine,9,horizontal,1,nine,nine,nine,closed,NA,Signers
1.908333333,121.8859594,1.6,0.838427948,11,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_002.csv,93,1,2,open,eleven,11,horizontal,3,eleven,eleven,eleven,open,NA,Signers
6.633333333,129.7410449,6.308333333,0.951005025,12,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_002.csv,93,1,2,closed,eleven,11,horizontal,3,eleven,eleven,eleven,closed,NA,Signers
1.408333333,89.8743392,0.891666667,0.633136095,2,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_003.csv,93,1,3,open,five,5,horizontal,-3,five,five,five,open,NA,Signers
1.508333333,80.26082394,0.866666667,0.574585635,3,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_003.csv,93,1,3,closed,five,5,horizontal,-3,five,five,five,closed,NA,Signers
1.741666667,103.0389264,1,0.574162679,5,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_003.csv,93,1,3,open,seven,7,horizontal,-1,seven,seven,seven,open,NA,Signers
1.958333333,93.8351258,1.608333333,0.821276596,6,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_003.csv,93,1,3,closed,seven,7,horizontal,-1,seven,seven,seven,closed,NA,Signers
1.391666667,105.1499097,0.958333333,0.688622754,8,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_003.csv,93,1,3,open,nine,9,horizontal,1,nine,nine,nine,open,NA,Signers
1.475,109.0955556,1.058333333,0.717514124,9,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_003.csv,93,1,3,closed,nine,9,horizontal,1,nine,nine,nine,closed,NA,Signers
1.45,123.4442966,1.441666667,0.994252874,11,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_003.csv,93,1,3,open,eleven,11,horizontal,3,eleven,eleven,eleven,open,NA,Signers
1.075,115.7081988,1.075,1,12,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_003.csv,93,1,3,closed,eleven,11,horizontal,3,eleven,eleven,eleven,closed,NA,Signers
1.275,83.57852267,0.816666667,0.640522876,2,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_004.csv,93,1,4,open,five,5,horizontal,-3,five,five,five,open,NA,Signers
1.608333333,86.09031155,0.9,0.559585492,3,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_004.csv,93,1,4,closed,five,5,horizontal,-3,five,five,five,closed,NA,Signers
1.758333333,97.20543763,1,0.568720379,5,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_004.csv,93,1,4,open,seven,7,horizontal,-1,seven,seven,seven,open,NA,Signers
1.891666667,97.09719643,1.066666667,0.563876652,6,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_004.csv,93,1,4,closed,seven,7,horizontal,-1,seven,seven,seven,closed,NA,Signers
1.966666667,111.5922568,1.083333333,0.550847458,8,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_004.csv,93,1,4,open,nine,9,horizontal,1,nine,nine,nine,open,NA,Signers
1.308333333,106.2141675,1.075,0.821656051,9,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_004.csv,93,1,4,closed,nine,9,horizontal,1,nine,nine,nine,closed,NA,Signers
1.608333333,122.5476533,1.608333333,1,11,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_004.csv,93,1,4,open,eleven,11,horizontal,3,eleven,eleven,eleven,open,NA,Signers
1.883333333,116.7220205,1.541666667,0.818584071,12,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_004.csv,93,1,4,closed,eleven,11,horizontal,3,eleven,eleven,eleven,closed,NA,Signers
3.533333333,93.03520193,0.6,0.169811321,2,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_006.csv,93,2,6,open,five,5,horizontal,-3,five,five,five,open,NA,Signers
1.675,94.38225707,0.858333333,0.512437811,3,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_006.csv,93,2,6,closed,five,5,horizontal,-3,five,five,five,closed,NA,Signers
1.916666667,107.0177038,0.983333333,0.513043478,5,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_006.csv,93,2,6,open,seven,7,horizontal,-1,seven,seven,seven,open,NA,Signers
2.975,99.41563127,2,0.672268908,6,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_006.csv,93,2,6,closed,seven,7,horizontal,-1,seven,seven,seven,closed,NA,Signers
1.55,123.3898805,0.833333333,0.537634409,8,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_006.csv,93,2,6,open,nine,9,horizontal,1,nine,nine,nine,open,NA,Signers
1.991666667,115.6813881,0.65,0.326359833,9,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_006.csv,93,2,6,closed,nine,9,horizontal,1,nine,nine,nine,closed,NA,Signers
1.541666667,124.4093051,0.825,0.535135135,11,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_006.csv,93,2,6,open,eleven,11,horizontal,3,eleven,eleven,eleven,open,NA,Signers
1.425,120.4358098,1.225,0.859649123,12,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_006.csv,93,2,6,closed,eleven,11,horizontal,3,eleven,eleven,eleven,closed,NA,Signers
2.308333333,93.91691216,1.491666667,0.646209386,2,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_007.csv,93,2,7,open,five,5,horizontal,-3,five,five,five,open,NA,Signers
1.466666667,83.26826126,1.133333333,0.772727273,3,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_007.csv,93,2,7,closed,five,5,horizontal,-3,five,five,five,closed,NA,Signers
1.883333333,106.2121745,1.333333333,0.707964602,5,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_007.csv,93,2,7,open,seven,7,horizontal,-1,seven,seven,seven,open,NA,Signers
1.3,101.5445862,0.883333333,0.679487179,6,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_007.csv,93,2,7,closed,seven,7,horizontal,-1,seven,seven,seven,closed,NA,Signers
1.866666667,121.0292033,1.216666667,0.651785714,8,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_007.csv,93,2,7,open,nine,9,horizontal,1,nine,nine,nine,open,NA,Signers
1.616666667,109.0312131,0.566666667,0.350515464,9,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_007.csv,93,2,7,closed,nine,9,horizontal,1,nine,nine,nine,closed,NA,Signers
1.625,125.0493908,1.208333333,0.743589744,11,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_007.csv,93,2,7,open,eleven,11,horizontal,3,eleven,eleven,eleven,open,NA,Signers
1.425,125.9209131,0.975,0.684210526,12,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_007.csv,93,2,7,closed,eleven,11,horizontal,3,eleven,eleven,eleven,closed,NA,Signers
3.508333333,96.46808607,3.308333333,0.942992874,2,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_008.csv,93,2,8,open,five,5,horizontal,-3,five,five,five,open,NA,Signers
1.441666667,88.21883047,0.6,0.416184971,3,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_008.csv,93,2,8,closed,five,5,horizontal,-3,five,five,five,closed,NA,Signers
4.541666667,108.9501982,3.575,0.787155963,5,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_008.csv,93,2,8,open,seven,7,horizontal,-1,seven,seven,seven,open,NA,Signers
1.666666667,95.35925977,0.416666667,0.25,6,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_008.csv,93,2,8,closed,seven,7,horizontal,-1,seven,seven,seven,closed,NA,Signers
2.025,119.5608546,0.8,0.395061728,8,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_008.csv,93,2,8,open,nine,9,horizontal,1,nine,nine,nine,open,NA,Signers
1.291666667,110.1088858,0.933333333,0.722580645,9,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_008.csv,93,2,8,closed,nine,9,horizontal,1,nine,nine,nine,closed,NA,Signers
4.825,125.1869675,4.616666667,0.956822107,11,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_008.csv,93,2,8,open,eleven,11,horizontal,3,eleven,eleven,eleven,open,NA,Signers
1.416666667,122.7031087,0.875,0.617647059,12,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_008.csv,93,2,8,closed,eleven,11,horizontal,3,eleven,eleven,eleven,closed,NA,Signers
1.141666667,80.37585127,0.866666667,0.759124088,2,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_010.csv,93,1,10,open,five,5,horizontal,-3,five,five,five,open,NA,Signers
1.258333333,80.90974537,0.591666667,0.470198675,3,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_010.csv,93,2,10,closed,five,5,horizontal,-3,five,five,five,closed,NA,Signers
9.975,93.72280092,1.191666667,0.11946533,5,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_010.csv,93,1,10,open,seven,7,horizontal,-1,seven,seven,seven,open,NA,Signers
1.391666667,112.2984134,0.95,0.682634731,8,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_010.csv,93,2,10,open,nine,9,horizontal,1,nine,nine,nine,open,NA,Signers
1.741666667,98.33950983,1.033333333,0.593301435,6,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_011.csv,93,1,11,closed,seven,7,horizontal,-1,seven,seven,seven,closed,NA,Signers
1.441666667,108.1131978,0.8,0.554913295,9,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_011.csv,93,2,11,closed,nine,9,horizontal,1,nine,nine,nine,closed,NA,Signers
1.525,126.8903607,1.1,0.721311475,11,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_011.csv,93,2,11,open,eleven,11,horizontal,3,eleven,eleven,eleven,open,NA,Signers
1.133333333,119.2247487,1.133333333,1,12,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_002-TRIAL_011.csv,93,2,11,closed,eleven,11,horizontal,3,eleven,eleven,eleven,closed,NA,Signers
0.975,98.44696214,0.908333333,0.931623932,5,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_012.csv,93,1,12,open,seven,7,horizontal,-1,seven,seven,seven,open,NA,Signers
0.875,108.3474498,0.875,1,8,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_012.csv,93,1,12,open,nine,9,horizontal,1,nine,nine,nine,open,NA,Signers
1.783333333,118.2696771,1.491666667,0.836448598,12,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_012.csv,93,1,12,closed,eleven,11,horizontal,3,eleven,eleven,eleven,closed,NA,Signers
1.075,77.935551,0.975,0.906976744,2,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_013.csv,93,1,13,open,five,5,horizontal,-3,five,five,five,open,NA,Signers
1.008333333,79.52565349,0.65,0.644628099,3,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_013.csv,93,1,13,closed,five,5,horizontal,-3,five,five,five,closed,NA,Signers
1.308333333,89.69125841,0.891666667,0.681528662,6,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_013.csv,93,1,13,closed,seven,7,horizontal,-1,seven,seven,seven,closed,NA,Signers
1.775,111.9069571,1.041666667,0.58685446,9,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_013.csv,93,1,13,closed,nine,9,horizontal,1,nine,nine,nine,closed,NA,Signers
1.575,116.4291594,1.191666667,0.756613757,11,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_013.csv,93,1,13,open,eleven,11,horizontal,3,eleven,eleven,eleven,open,NA,Signers
1.183333333,78.10217036,0.866666667,0.732394366,2,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_014.csv,93,1,14,open,five,5,horizontal,-3,five,five,five,open,NA,Signers
1.125,78.2517425,0.758333333,0.674074074,3,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_014.csv,93,1,14,closed,five,5,horizontal,-3,five,five,five,closed,NA,Signers
1.675,108.7057916,1.675,1,8,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_014.csv,93,1,14,open,nine,9,horizontal,1,nine,nine,nine,open,NA,Signers
2.183333333,122.466589,2.133333333,0.977099237,11,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_014.csv,93,1,14,open,eleven,11,horizontal,3,eleven,eleven,eleven,open,NA,Signers
8.466666667,98.35905148,7.766666667,0.917322835,5,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_015.csv,93,1,15,open,seven,7,horizontal,-1,seven,seven,seven,open,NA,Signers
1.533333333,88.17076411,1.133333333,0.739130435,6,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_015.csv,93,1,15,closed,seven,7,horizontal,-1,seven,seven,seven,closed,NA,Signers
2.466666667,112.3947521,0.916666667,0.371621622,9,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_015.csv,93,1,15,closed,nine,9,horizontal,1,nine,nine,nine,closed,NA,Signers
2.983333333,122.9454987,2.858333333,0.958100559,12,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_015.csv,93,1,15,closed,eleven,11,horizontal,3,eleven,eleven,eleven,closed,NA,Signers
1.458333333,77.01831679,0.908333333,0.622857143,3,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_016.csv,93,1,16,closed,five,5,horizontal,-3,five,five,five,closed,NA,Signers
1.308333333,89.6194635,1.025,0.78343949,6,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_016.csv,93,1,16,closed,seven,7,horizontal,-1,seven,seven,seven,closed,NA,Signers
1.408333333,116.0616025,1.166666667,0.828402367,11,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_016.csv,93,1,16,open,eleven,11,horizontal,3,eleven,eleven,eleven,open,NA,Signers
1.2,119.0230887,1.083333333,0.902777778,12,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_016.csv,93,1,16,closed,eleven,11,horizontal,3,eleven,eleven,eleven,closed,NA,Signers
1.408333333,82.37360301,0.966666667,0.686390533,2,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_017.csv,93,1,17,open,five,5,horizontal,-3,five,five,five,open,NA,Signers
1.491666667,94.1765208,1.025,0.687150838,5,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_017.csv,93,1,17,open,seven,7,horizontal,-1,seven,seven,seven,open,NA,Signers
1.4,108.8902204,0.916666667,0.654761905,8,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_017.csv,93,1,17,open,nine,9,horizontal,1,nine,nine,nine,open,NA,Signers
1.5,103.7479449,1.025,0.683333333,9,ACTION,GRIP,NA,0,./ABtestASL/GRI_093/GRI_093-SESSION_001-TRIAL_017.csv,93,1,17,closed,nine,9,horizontal,1,nine,nine,nine,closed,NA,Signers
0.866666667,97.17475107,0.391666667,0.451923077,2,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_001-TRIAL_003.csv,96,1,3,open,five,5,horizontal,-3,five,five,five,open,NA,Signers
1.016666667,86.35889557,0.416666667,0.409836066,3,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_001-TRIAL_003.csv,96,1,3,closed,five,5,horizontal,-3,five,five,five,closed,NA,Signers
0.966666667,111.8999857,0.475,0.49137931,5,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_001-TRIAL_003.csv,96,1,3,open,seven,7,horizontal,-1,seven,seven,seven,open,NA,Signers
0.891666667,99.36642122,0.633333333,0.710280374,6,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_001-TRIAL_003.csv,96,1,3,closed,seven,7,horizontal,-1,seven,seven,seven,closed,NA,Signers
1.141666667,123.8056333,0.658333333,0.576642336,8,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_001-TRIAL_003.csv,96,1,3,open,nine,9,horizontal,1,nine,nine,nine,open,NA,Signers
0.975,116.0954228,0.558333333,0.572649573,9,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_001-TRIAL_003.csv,96,1,3,closed,nine,9,horizontal,1,nine,nine,nine,closed,NA,Signers
1.033333333,137.7401926,0.683333333,0.661290323,11,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_001-TRIAL_003.csv,96,1,3,open,eleven,11,horizontal,3,eleven,eleven,eleven,open,NA,Signers
1.058333333,132.4505366,0.6,0.566929134,12,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_001-TRIAL_003.csv,96,1,3,closed,eleven,11,horizontal,3,eleven,eleven,eleven,closed,NA,Signers
2.333333333,106.9147233,0.475,0.203571429,2,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_001-TRIAL_004.csv,96,1,4,open,five,5,horizontal,-3,five,five,five,open,NA,Signers
0.891666667,90.26226915,0.35,0.392523364,3,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_001-TRIAL_004.csv,96,1,4,closed,five,5,horizontal,-3,five,five,five,closed,NA,Signers
1.008333333,112.6019608,0.591666667,0.58677686,5,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_001-TRIAL_004.csv,96,1,4,open,seven,7,horizontal,-1,seven,seven,seven,open,NA,Signers
2.125,107.3970411,0.275,0.129411765,6,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_001-TRIAL_004.csv,96,1,4,closed,seven,7,horizontal,-1,seven,seven,seven,closed,NA,Signers
0.941666667,129.4094318,0.608333333,0.646017699,8,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_001-TRIAL_004.csv,96,1,4,open,nine,9,horizontal,1,nine,nine,nine,open,NA,Signers
0.858333333,112.6799355,0.583333333,0.67961165,9,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_001-TRIAL_004.csv,96,1,4,closed,nine,9,horizontal,1,nine,nine,nine,closed,NA,Signers
0.991666667,132.0491516,0.733333333,0.739495798,11,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_001-TRIAL_004.csv,96,1,4,open,eleven,11,horizontal,3,eleven,eleven,eleven,open,NA,Signers
1.083333333,129.8292014,0.65,0.6,12,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_001-TRIAL_004.csv,96,1,4,closed,eleven,11,horizontal,3,eleven,eleven,eleven,closed,NA,Signers
0.95,96.70148228,0.416666667,0.438596491,3,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_001-TRIAL_005.csv,96,1,5,closed,five,5,horizontal,-3,five,five,five,closed,NA,Signers
1.233333333,140.9931711,0.575,0.466216216,11,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_001-TRIAL_005.csv,96,1,5,open,eleven,11,horizontal,3,eleven,eleven,eleven,open,NA,Signers
1.016666667,133.2596488,0.508333333,0.5,12,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_001-TRIAL_005.csv,96,1,5,closed,eleven,11,horizontal,3,eleven,eleven,eleven,closed,NA,Signers
1.208333333,94.23447749,0.666666667,0.551724138,2,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_006.csv,96,2,6,open,five,5,horizontal,-3,five,five,five,open,NA,Signers
1.225,91.2188642,0.675,0.551020408,3,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_006.csv,96,2,6,closed,five,5,horizontal,-3,five,five,five,closed,NA,Signers
1.358333333,103.8499274,0.65,0.478527607,5,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_006.csv,96,2,6,open,seven,7,horizontal,-1,seven,seven,seven,open,NA,Signers
1.283333333,104.6988541,0.625,0.487012987,6,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_006.csv,96,2,6,closed,seven,7,horizontal,-1,seven,seven,seven,closed,NA,Signers
1.258333333,123.7195994,0.416666667,0.331125828,8,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_006.csv,96,2,6,open,nine,9,horizontal,1,nine,nine,nine,open,NA,Signers
1.25,115.7108738,0.775,0.62,9,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_006.csv,96,2,6,closed,nine,9,horizontal,1,nine,nine,nine,closed,NA,Signers
1.566666667,134.0935928,0.833333333,0.531914894,11,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_006.csv,96,2,6,open,eleven,11,horizontal,3,eleven,eleven,eleven,open,NA,Signers
1,121.0028948,0.775,0.775,12,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_006.csv,96,2,6,closed,eleven,11,horizontal,3,eleven,eleven,eleven,closed,NA,Signers
1.133333333,86.35463997,0.666666667,0.588235294,2,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_007.csv,96,2,7,open,five,5,horizontal,-3,five,five,five,open,NA,Signers
1.141666667,90.55082473,0.708333333,0.620437956,3,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_007.csv,96,2,7,closed,five,5,horizontal,-3,five,five,five,closed,NA,Signers
1.058333333,100.3148402,0.608333333,0.57480315,5,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_007.csv,96,2,7,open,seven,7,horizontal,-1,seven,seven,seven,open,NA,Signers
1.091666667,96.00148973,0.591666667,0.541984733,6,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_007.csv,96,2,7,closed,seven,7,horizontal,-1,seven,seven,seven,closed,NA,Signers
0.958333333,124.2016424,0.566666667,0.591304348,8,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_007.csv,96,2,7,open,nine,9,horizontal,1,nine,nine,nine,open,NA,Signers
2.983333333,119.9262405,2.166666667,0.726256983,9,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_007.csv,96,2,7,closed,nine,9,horizontal,1,nine,nine,nine,closed,NA,Signers
1.258333333,133.1020673,0.333333333,0.264900662,11,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_007.csv,96,2,7,open,eleven,11,horizontal,3,eleven,eleven,eleven,open,NA,Signers
1.75,133.9543991,0.8,0.457142857,12,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_007.csv,96,2,7,closed,eleven,11,horizontal,3,eleven,eleven,eleven,closed,NA,Signers
1.141666667,91.76135935,0.625,0.547445255,2,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_009.csv,96,2,9,open,five,5,horizontal,-3,five,five,five,open,NA,Signers
2.908333333,88.0928118,0.675,0.232091691,3,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_009.csv,96,2,9,closed,five,5,horizontal,-3,five,five,five,closed,NA,Signers
1.15,104.2625369,0.625,0.543478261,5,ACTION,GRIP,NA,0,./ABtestASL/GRI_096/GRI_096-SESSION_002-TRIAL_009.csv,96,2,9,open,seven,7,horizontal,-1,seven,seven,seven,open,NA,Signers
